6.616425623695680880e-01,6.616085870555223902e-01,6.627564087363556622e-01,6.631770285324305458e-01,6.593444449220978720e-01,6.635504729062456919e-01,6.641459123439170664e-01,6.618085024231273872e-01,6.628038719057920414e-01,6.666765799178253626e-01
1.432884661638428932e-04,1.066369083068948674e-04,1.407985730576363672e-04,6.012276934064361196e-05,1.479324707102364197e-04,9.530293090005931105e-05,1.111228803946928554e-04,1.488644919798278246e-04,1.102779264529381710e-04,1.314729454039477452e-04
1.072208351330659892e-01,1.047095912217312491e-01,1.050797407598562105e-01,1.048743414727295459e-01,1.069415506584296682e-01,1.069280761178534461e-01,1.046167722741366962e-01,1.069951673392026265e-01,1.059062654812806814e-01,1.089596293565004842e-01
1.611137729178063194e-01,1.643672946425959736e-01,1.660346812965479424e-01,1.612106816481256311e-01,1.641595768120863996e-01,1.570470996965112609e-01,1.621415325707506738e-01,1.634205723203995819e-01,1.592875129112242827e-01,1.636404726307360280e-01
9.064926407163368186e-03,8.814963609445097131e-03,9.099443329646052236e-03,9.106629267430527142e-03,8.843615082503079872e-03,8.715665602245761118e-03,8.989820100268355180e-03,8.424703471975783509e-03,8.637217842184879979e-03,8.405444243252065822e-03
1.537284068443002250e-01,1.581048719979374073e-01,1.574126566570054897e-01,1.550699963752081301e-01,1.507210930358394985e-01,1.545960762763865515e-01,1.513961391927031164e-01,1.538187971457109227e-01,1.531533209111798077e-01,1.567610973513400008e-01
2.861240208223428654e-03,3.016027208854510193e-03,2.547941291004682772e-03,2.356910968864611624e-03,2.907750795485625032e-03,2.418921214294268186e-03,2.437035092007016311e-03,2.751692523041982148e-03,2.660720968023464438e-03,2.256746140480085910e-03
8.263358868781904565e-02,7.952122007925328806e-02,8.092886292219290956e-02,8.287245159991774024e-02,7.935019068884970050e-02,7.843751181201577549e-02,8.000803158823933947e-02,8.286938891182446532e-02,7.931822352239592533e-02,8.291620375559383138e-02
2.657969095010536686e-01,2.622648111113973224e-01,2.636732875025775691e-01,2.641199597526893705e-01,2.622636857508199304e-01,2.647227996440987829e-01,2.638496404828438169e-01,2.611634203196243620e-01,2.634510403548119828e-01,2.656707202238079435e-01
6.597645734278836382e-01,6.559136088594400560e-01,6.642766437274455482e-01,6.623371615088601283e-01,6.582685937014837174e-01,6.623403498955946489e-01,6.534156302111714387e-01,6.584614484175698168e-01,6.577189910141655327e-01,6.583810922203138238e-01
2.104612210069796152e-01,2.107716746391305185e-01,2.090878619574132180e-01,2.120238189226832937e-01,2.141642860713279251e-01,2.088692259210101210e-01,2.073247285798928696e-01,2.077299703223638161e-01,2.052047176156758801e-01,2.034499180341938496e-01
8.656267844602702488e-02,8.432911877506757414e-02,8.379630544791519253e-02,8.589033329310249987e-02,8.343530814673424945e-02,8.440386146892264740e-02,8.549731873754179423e-02,8.458376003568465751e-02,8.686928226001433551e-02,8.780379247478044269e-02
1.341483200851386060e-01,1.331815636993873009e-01,1.339777420991449530e-01,1.320908596044576000e-01,1.322627267217698355e-01,1.360652821228069687e-01,1.337192381830606125e-01,1.352205539633460907e-01,1.335584669618966602e-01,1.347324105805678962e-01
1.372321150002046908e+00,1.374009066130179813e+00,1.357042280083054164e+00,1.368543629002389350e+00,1.364093823222207291e+00,1.355192108462965672e+00,1.369864933434255194e+00,1.381171089742134317e+00,1.369524309363677750e+00,1.375687065720249791e+00
7.880826117359170935e-01,7.836849943783721351e-01,7.851135186616455819e-01,7.888428950572479170e-01,7.919401430946105824e-01,7.851416469002490128e-01,7.902516581132387197e-01,7.901013424648823946e-01,7.931143203082323678e-01,7.897961865916022228e-01
2.404196725675774027e-01,2.442309634819682107e-01,2.425472334573434696e-01,2.408789991152416321e-01,2.415541496566938340e-01,2.402218680402027629e-01,2.396694441721972935e-01,2.408199292631249822e-01,2.400415885123743931e-01,2.393831720357461057e-01
6.226969793886526217e-02,6.396610324458201768e-02,6.278744885052736646e-02,6.462662450942270598e-02,6.404925985054055193e-02,6.327167922588422533e-02,6.342613051809327385e-02,6.358554709127173243e-02,6.316887011326398349e-02,6.453884786576458144e-02
9.819516587216288173e-01,9.843094517916441966e-01,9.807149953538790710e-01,9.915033703942998100e-01,9.817762837128637399e-01,9.852846156198397098e-01,9.960351936444610255e-01,9.805754966666726524e-01,9.752539483031035239e-01,9.809198529065307204e-01
6.605848934906686232e-01,6.630544562545112042e-01,6.599958440032964724e-01,6.496262975486664093e-01,6.625216417991536266e-01,6.507248023009882809e-01,6.498630105490172948e-01,6.514808089054312523e-01,6.457856722748345213e-01,6.602110193363740498e-01
1.330118033421119617e-01,1.281592731940713048e-01,1.324349120046945383e-01,1.313855206955772681e-01,1.329054986892902468e-01,1.379920650898418533e-01,1.336234130229840000e-01,1.340722910823129166e-01,1.379616245154177689e-01,1.309225909685693967e-01
3.245249527444063475e-02,3.370435941843789862e-02,3.262786880124743383e-02,3.300143335172203013e-02,3.178415379857482681e-02,3.285507017059473289e-02,3.189960925078788589e-02,3.078736637899263245e-02,3.244903622288443368e-02,3.337539319268291449e-02
5.162296171550956270e-06,1.272900412439618499e-06,3.338423652984375017e-06,7.106154844780364603e-06,2.842094471638563977e-06,5.849505739480031599e-06,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.519454723469598756e+00,1.514549571924633797e+00,1.518872926143641777e+00,1.505924975560803514e+00,1.509736776869378794e+00,1.510552514344949637e+00,1.528221535806197906e+00,1.494658329385554207e+00,1.513682198886411090e+00,1.515719598117396094e+00
1.884855351606530560e-02,1.959019679781133158e-02,1.914674206380431384e-02,2.129938993648506154e-02,2.055698004806765997e-02,1.939888343564983783e-02,2.034845904232826519e-02,2.032240094661082186e-02,1.988964814866864272e-02,1.849021811126195028e-02
1.786265908306465186e-02,1.844617070624379046e-02,1.788704433327199805e-02,1.766599087414635200e-02,1.800040895928265924e-02,1.833805430811813117e-02,1.881653346936187216e-02,1.842184738996771945e-02,1.772995766916349650e-02,1.734886717978605455e-02
1.076144072869797234e-02,1.010713759590247361e-02,9.881400048425491300e-03,1.052556694605416218e-02,1.089756584601776247e-02,9.356753815219838455e-03,1.070635595886793544e-02,9.242491668597509202e-03,1.115216360757942740e-02,9.825130086939644347e-03
8.339162323885712311e-03,6.977669666932760466e-03,8.746876426412857064e-03,7.876689628383849381e-03,8.478008269486851656e-03,7.313480695894076546e-03,7.102079811190528669e-03,8.175661024016983580e-03,8.493846642181781051e-03,7.866692093596984112e-03
7.006411813462475914e-03,6.256494941073761050e-03,6.077044113879714882e-03,7.104009788379647694e-03,7.090511271069209476e-03,7.020557346686116633e-03,6.591985189438615694e-03,6.614223532209671103e-03,6.878654244041030111e-03,6.643217753111082050e-03
3.684854618133778098e-02,3.608934099890481750e-02,3.496089981665438662e-02,3.830925956955862077e-02,3.522622793176398426e-02,3.605531812459232543e-02,3.761387928303341899e-02,3.723517556661708194e-02,3.831955687504522146e-02,3.674861320066617060e-02
1.724788780997228987e-01,1.719349160983725255e-01,1.781840138710844013e-01,1.721329235081775766e-01,1.762798880137196600e-01,1.748209393223709995e-01,1.765845491495694197e-01,1.715835232782577935e-01,1.716035576573604338e-01,1.718647478375194826e-01
7.659925955272586795e-02,7.639720798387082679e-02,7.657599188505520571e-02,7.553724187843739724e-02,7.566062735237137626e-02,7.519579760343156338e-02,7.754040557400439238e-02,7.723814302337626836e-02,8.016425819609128423e-02,7.544194961577625758e-02
1.865874110722798296e-02,1.980063026151092712e-02,1.947352078287039462e-02,1.902806751733911519e-02,1.856123795136284393e-02,2.010399548706208114e-02,1.795001352821788687e-02,1.769465253108700245e-02,1.867150649101562490e-02,1.915828946511883429e-02
4.962263598836711975e-01,4.980668240578031702e-01,4.991988503031903890e-01,4.975646350437293308e-01,4.968376495952797622e-01,4.973339166469644690e-01,4.953570915553434650e-01,4.957717685969775245e-01,4.974101500232623319e-01,4.973055697901207495e-01
